name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-221 d,Confirmed,,,,,,,0.244,0.022,0.022,10.04156,0.000011,0.000011,0.087,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-221,296.6547546,46.83527,,,12.413,11.995,11.9,,,,-0.413,,,0.72,,,0.82,0.07,0.07,,,,,5243,100,100,,,
Kepler-221 e,Confirmed,,,,,,,0.235,0.022,0.022,18.369917,0.000029,0.000029,0.13,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-221,296.6547546,46.83527,,,12.413,11.995,11.9,,,,-0.413,,,0.72,,,0.82,0.07,0.07,,,,,5243,100,100,,,
Kepler-222 b,Confirmed,,,,,,,0.282,0.125,0.125,3.936981,0.000005,0.000005,0.048,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-222,287.90609745,46.937767,,,13.717,13.341,13.235,,,,0.15,,,,,,0.87,0.38,0.38,,,,,5433,200,200,,,
Kepler-222 c,Confirmed,,,,,,,0.414,0.185,0.185,10.08881,0.000011,0.000011,0.091,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-222,287.90609745,46.937767,,,13.717,13.341,13.235,,,,0.15,,,,,,0.87,0.38,0.38,,,,,5433,200,200,,,
Kepler-222 d,Confirmed,,,,,,,0.329,0.145,0.145,28.081912,0.000069,0.000069,0.18,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-222,287.90609745,46.937767,,,13.717,13.341,13.235,,,,0.15,,,,,,0.87,0.38,0.38,,,,,5433,200,200,,,
Kepler-223 b,Confirmed,,,,,,,0.151,0.065,0.065,7.384108,0.000159,0.000159,0.073,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,,,-0.211,,,,,,1.02,0.44,0.44,,,,,5829,200,200,,,
Kepler-223 c,Confirmed,,,,,,,0.178,0.078,0.078,9.848183,0.000145,0.000145,0.088,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,,,-0.211,,,,,,1.02,0.44,0.44,,,,,5829,200,200,,,
Kepler-223 d,Confirmed,,,,,,,0.266,0.117,0.117,14.788759,0.000108,0.000108,0.116,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,,,-0.211,,,,,,1.02,0.44,0.44,,,,,5829,200,200,,,
Kepler-223 e,Confirmed,,,,,,,0.214,0.093,0.093,19.721734,0.000228,0.000228,0.14,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-223,298.31835945,47.279495,,,14.095,13.727,13.633,,,,-0.211,,,,,,1.02,0.44,0.44,,,,,5829,200,200,,,
Kepler-224 b,Confirmed,,,,,,,0.124,0.008,0.008,3.132924,0.000014,0.000014,0.038,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,,,-0.309,,,0.74,,,0.68,0.04,0.04,,,,,5018,100,100,,,
Kepler-224 c,Confirmed,,,,,,,0.278,0.023,0.023,5.925003,0.00001,0.00001,0.058,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,,,-0.309,,,0.74,,,0.68,0.04,0.04,,,,,5018,100,100,,,
Kepler-224 d,Confirmed,,,,,,,0.205,0.012,0.012,11.349393,0.000034,0.000034,0.089,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,,,-0.309,,,0.74,,,0.68,0.04,0.04,,,,,5018,100,100,,,
Kepler-224 e,Confirmed,,,,,,,0.176,0.013,0.013,18.643577,0.000087,0.000087,0.124,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-224,290.93429565,47.357601,,,14.212,13.722,13.703,,,,-0.309,,,0.74,,,0.68,0.04,0.04,,,,,5018,100,100,,,
Kepler-225 b,Confirmed,,,,,,,0.107,0.006,0.006,6.738975,0.000041,0.000041,0.056,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-225,292.1939697,47.457096,,,14.032,13.341,13.253,,,,-0.185,,,,,,0.48,0.02,0.02,,,,,3682,150,150,,,
Kepler-225 c,Confirmed,,,,,,,0.164,0.009,0.009,18.794234,0.000076,0.000076,0.111,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-225,292.1939697,47.457096,,,14.032,13.341,13.253,,,,-0.185,,,,,,0.48,0.02,0.02,,,,,3682,150,150,,,
Kepler-226 b,Confirmed,,,,,,,0.138,0.055,0.055,3.940997,0.00002,0.00002,0.047,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-226,292.3761291,47.880989,,,14.114,13.724,13.633,,,,-0.145,,,0.86,,,0.8,0.32,0.32,,,,,5571,200,200,,,
Kepler-226 c,Confirmed,,,,,,,0.203,0.08,0.08,5.349555,0.000014,0.000014,0.058,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-226,292.3761291,47.880989,,,14.114,13.724,13.633,,,,-0.145,,,0.86,,,0.8,0.32,0.32,,,,,5571,200,200,,,
Kepler-226 d,Confirmed,,,,,,,0.109,0.044,0.044,8.109044,0.000094,0.000094,0.076,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-226,292.3761291,47.880989,,,14.114,13.724,13.633,,,,-0.145,,,0.86,,,0.8,0.32,0.32,,,,,5571,200,200,,,
Kepler-227 b,Confirmed,,,,,,,0.277,0.14,0.14,9.488015,0.000039,0.000039,0.09,,,,,,,,,,2014,2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-227,291.93423465,48.141651,,,14.082,13.751,13.648,,,,0.136,,,,,,1.09,0.55,0.55,,,,,5854,200,200,,,
Kepler-227 c,Confirmed,,,,,,,0.271,0.136,0.136,54.418694,0.00046,0.00046,0.29,,,,,,,,,,2014,2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-227,291.93423465,48.141651,,,14.082,13.751,13.648,,,,0.136,,,,,,1.09,0.55,0.55,,,,,5854,200,200,,,
Kepler-228 b,Confirmed,,,,,,,0.136,0.063,0.063,2.566546,0.000026,0.000026,0.038,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-228,296.28613275,48.224667,,,14.528,14.113,14.132,,,,-0.067,,,,,,1.01,0.47,0.47,,,,,6043,200,200,,,
Kepler-228 c,Confirmed,,,,,,,0.241,0.111,0.111,4.134444,0.000018,0.000018,0.052,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-228,296.28613275,48.224667,,,14.528,14.113,14.132,,,,-0.067,,,,,,1.01,0.47,0.47,,,,,6043,200,200,,,
Kepler-228 d,Confirmed,,,,,,,0.36,0.165,0.165,11.094286,0.000036,0.000036,0.101,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-228,296.28613275,48.224667,,,14.528,14.113,14.132,,,,-0.067,,,,,,1.01,0.47,0.47,,,,,6043,200,200,,,
Kepler-229 b,Confirmed,,,,,,,0.196,0.07,0.07,6.252972,0.000021,0.000021,0.062,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-229,286.99948125,48.375797,,,14.363,13.868,13.785,,,,-0.109,,,,,,0.73,0.26,0.26,,,,,5120,200,200,,,
Kepler-229 c,Confirmed,,,,,,,0.439,0.155,0.155,16.068638,0.000019,0.000019,0.117,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-229,286.99948125,48.375797,,,14.363,13.868,13.785,,,,-0.109,,,,,,0.73,0.26,0.26,,,,,5120,200,200,,,
Kepler-229 d,Confirmed,,,,,,,0.343,0.123,0.123,41.194912,0.000248,0.000248,0.22,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-229,286.99948125,48.375797,,,14.363,13.868,13.785,,,,-0.109,,,,,,0.73,0.26,0.26,,,,,5120,200,200,,,
Kepler-23 b,Confirmed,0.0478,0.0091,0.01,,,,0.1511,0.0068,0.0068,7.106995,0.000073,0.000073,0.075,,,0.06,0.06,0.26,,,,,2012,2015-11-25,,,,,,,,,,2454971.3022,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-23,294.2166667,49.4791667,14,,,,,,0.12,0.12,,,,1.11,,,1.52,0.3,0.3,,,,,5760,124,124,,,
Kepler-23 c,Confirmed,0.189,0.033,0.036,,,,0.278,0.0089,0.0089,10.742434,0.000039,0.000039,0.099,,,0.02,0.02,0.39,,,,,2012,2015-11-25,,,,,,,,,,2454966.2926,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-23,294.2166667,49.4791667,14,,,,,,0.12,0.12,,,,1.11,,,1.52,0.3,0.3,,,,,5760,124,124,,,
Kepler-23 d,Confirmed,0.055,0.037,0.043,,,,0.1994,0.0079,0.0079,15.27429,0.00017,0.00017,0.124,,,0.08,0.08,0.24,,,,,2014,2015-11-25,,,,,,,,,,2454980.5655,,,,,,,,,0.25,0.21,0.21,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-23,294.2166667,49.4791667,14,,,,,,0.12,0.12,,,,1.11,,,1.52,0.3,0.3,,,,,5760,124,124,,,
Kepler-230 b,Confirmed,,,,,,,0.38,0.194,0.194,32.625555,0.000126,0.000126,0.191,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-230,285.71853645,48.505859,,,13.824,13.37,13.299,,,,-0.291,,,,,,0.82,0.41,0.41,,,,,5588,200,200,,,
Kepler-230 c,Confirmed,,,,,,,0.182,0.093,0.093,91.773242,0.001618,0.001618,0.38,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-230,285.71853645,48.505859,,,13.824,13.37,13.299,,,,-0.291,,,,,,0.82,0.41,0.41,,,,,5588,200,200,,,
Kepler-231 b,Confirmed,,,,,,,0.154,0.011,0.011,10.065275,0.000027,0.000027,0.074,,,,,,,,,,2014,2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-231,293.9733582,50.531914,,,13.405,12.775,12.589,,,,-0.011,,,0.58,,,0.49,0.02,0.02,,,,,3767,150,150,,,
Kepler-231 c,Confirmed,,,,,,,0.172,0.017,0.017,19.271566,0.000099,0.000099,0.114,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-231,293.9733582,50.531914,,,13.405,12.775,12.589,,,,-0.011,,,0.58,,,0.49,0.02,0.02,,,,,3767,150,150,,,
Kepler-232 b,Confirmed,,,,,,,0.275,0.131,0.131,4.431222,0.000011,0.000011,0.054,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-232,295.81616205,51.121742,,,14.179,13.799,13.765,,,,0.083,,,,,,0.97,0.46,0.46,,,,,5847,200,200,,,
Kepler-232 c,Confirmed,,,,,,,0.342,0.166,0.166,11.379349,0.000044,0.000044,0.101,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-232,295.81616205,51.121742,,,14.179,13.799,13.765,,,,0.083,,,,,,0.97,0.46,0.46,,,,,5847,200,200,,,
Kepler-233 b,Confirmed,,,,,,,0.217,0.059,0.059,8.472382,0.000026,0.000026,0.077,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-233,296.3665161,51.319523,,,14.006,13.555,13.453,,,,-0.067,,,,,,0.76,0.21,0.21,,,,,5360,200,200,,,
Kepler-233 c,Confirmed,,,,,,,0.242,0.07,0.07,60.418955,0.00063,0.00063,0.287,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-233,296.3665161,51.319523,,,14.006,13.555,13.453,,,,-0.067,,,,,,0.76,0.21,0.21,,,,,5360,200,200,,,
Kepler-234 b,Confirmed,,,,,,,0.33,0.148,0.148,2.711506,0.000006,0.000006,0.04,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-234,291.65350335,38.494659,,,14.387,14.104,14.065,,,,0.075,,,,,,1.11,0.49,0.49,,,,,6224,200,200,,,
Kepler-234 c,Confirmed,,,,,,,0.313,0.139,0.139,7.21205,0.000022,0.000022,0.077,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-234,291.65350335,38.494659,,,14.387,14.104,14.065,,,,0.075,,,,,,1.11,0.49,0.49,,,,,6224,200,200,,,
Kepler-235 b,Confirmed,,,,,,,0.199,0.009,0.009,3.340222,0.000005,0.000005,0.037,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,,,0.087,,,0.59,,,0.55,0.02,0.02,,,,,4255,100,100,,,
Kepler-235 c,Confirmed,,,,,,,0.114,0.007,0.007,7.824904,0.000055,0.000055,0.065,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,,,0.087,,,0.59,,,0.55,0.02,0.02,,,,,4255,100,100,,,
Kepler-235 d,Confirmed,,,,,,,0.183,0.009,0.009,20.060548,0.000099,0.000099,0.122,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,,,0.087,,,0.59,,,0.55,0.02,0.02,,,,,4255,100,100,,,
Kepler-235 e,Confirmed,,,,,,,0.198,0.026,0.026,46.183669,0.000425,0.000425,0.213,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-235,286.0791015,39.278313,,,13.952,13.278,13.116,,,,0.087,,,0.59,,,0.55,0.02,0.02,,,,,4255,100,100,,,
Kepler-236 b,Confirmed,,,,,,,0.14,0.011,0.011,8.295611,0.000032,0.000032,0.065,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-236,283.8663636,39.89809,,,13.224,12.537,12.312,,,,0.119,,,0.56,,,0.51,0.02,0.02,,,,,3750,150,150,,,
Kepler-236 c,Confirmed,,,,,,,0.178,0.015,0.015,23.968127,0.000174,0.000174,0.132,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-236,283.8663636,39.89809,,,13.224,12.537,12.312,,,,0.119,,,0.56,,,0.51,0.02,0.02,,,,,3750,150,150,,,
Kepler-237 b,Confirmed,,,,,,,0.126,0.067,0.067,4.715106,0.00003,0.00003,0.05,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-237,283.22137455,40.421833,,,13.749,13.223,13.172,,,,-0.077,,,0.7,,,0.72,0.38,0.38,,,,,4861,200,200,,,
Kepler-237 c,Confirmed,,,,,,,0.186,0.098,0.098,8.103636,0.000032,0.000032,0.071,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-237,283.22137455,40.421833,,,13.749,13.223,13.172,,,,-0.077,,,0.7,,,0.72,0.38,0.38,,,,,4861,200,200,,,
Kepler-238 b,Confirmed,,,,,,,0.154,0.036,0.036,2.090876,0.00002,0.00002,0.034,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,,,0.143,,,1.43,5.82,1.31,0.9,0.3,0.3,,,,,5614,,,,,
Kepler-238 c,Confirmed,,,,,,,0.213,0.04,0.04,6.155557,0.00005,0.00005,0.069,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,,,0.143,,,1.43,5.82,1.31,0.9,0.3,0.3,,,,,5614,,,,,
Kepler-238 d,Confirmed,,,,,,,0.274,0.051,0.051,13.233549,0.000081,0.000081,0.115,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,,,0.143,,,1.43,5.82,1.31,0.9,0.3,0.3,,,,,5614,,,,,
Kepler-238 e,Confirmed,0.626,3.54,0.048,,,,0.501,0.724,0.501,23.654,,,,,,,,,,,,,2013,2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,,,0.143,,,1.43,5.82,1.31,0.9,0.3,0.3,,,,,5614,,,,,
Kepler-238 f,Confirmed,0.056,0.294,0.0047,,,,0.179,0.258,0.179,50.447,,,,,,,,,,,,,2013,2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,,,0.143,,,1.43,5.82,1.31,0.9,0.3,0.3,,,,,5614,,,,,
Kepler-239 b,Confirmed,,,,,,,0.208,0.013,0.013,11.763051,0.000034,0.000034,0.095,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-239,294.2021484,40.663406,,,13.703,13.215,13.133,,,,-0.016,,,0.74,,,0.76,0.04,0.04,,,,,4914,100,100,,,
Kepler-239 c,Confirmed,,,,,,,0.224,0.037,0.037,56.228098,0.00058,0.00058,0.268,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-239,294.2021484,40.663406,,,13.703,13.215,13.133,,,,-0.016,,,0.74,,,0.76,0.04,0.04,,,,,4914,100,100,,,
Kepler-24 b,Confirmed,1.6,inf,nan,,,,0.21,,,8.1453,,,0.08,,,,,,,,,,2012,2012-01-30,,,,,,,,,,2454973.5689,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-24,290.4125,38.3438889,15.5,,,,,,,,,,,1.03,0.14,0.14,1.07,0.23,0.23,,,,,5800,200,200,,,
Kepler-24 c,Confirmed,1.6,inf,nan,,,,0.25,,,12.3335,,,0.106,,,,,,,,,,2012,2012-01-30,,,,,,,,,,2454970.586,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-24,290.4125,38.3438889,15.5,,,,,,,,,,,1.03,0.14,0.14,1.07,0.23,0.23,,,,,5800,200,200,,,
Kepler-240 b,Confirmed,,,,,,,0.122,0.05,0.05,4.144495,0.000026,0.000026,0.048,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-240,291.15878295,40.750263,,,14.113,13.606,13.464,,,,0.089,,,,,,0.74,0.3,0.3,,,,,4985,200,200,,,
Kepler-240 c,Confirmed,,,,,,,0.196,0.079,0.079,7.953528,0.000025,0.000025,0.074,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-240,291.15878295,40.750263,,,14.113,13.606,13.464,,,,0.089,,,,,,0.74,0.3,0.3,,,,,4985,200,200,,,
Kepler-241 b,Confirmed,,,,,,,0.208,0.092,0.092,12.718092,0.000035,0.000035,0.094,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-241,292.9131165,41.060921,,,13.608,13.064,12.881,,,,-0.243,,,,,,0.67,0.29,0.29,,,,,4699,200,200,,,
Kepler-241 c,Confirmed,,,,,,,0.229,0.099,0.099,36.065978,0.000133,0.000133,0.189,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-241,292.9131165,41.060921,,,13.608,13.064,12.881,,,,-0.243,,,,,,0.67,0.29,0.29,,,,,4699,200,200,,,
Kepler-242 b,Confirmed,,,,,,,0.233,0.143,0.143,8.20395,0.00002,0.00002,0.075,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-242,286.56570435,41.808403,,,13.821,13.316,13.238,,,,0.103,,,,,,0.85,0.52,0.52,,,,,5020,200,200,,,
Kepler-242 c,Confirmed,,,,,,,0.178,0.11,0.11,14.496481,0.000083,0.000083,0.109,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-242,286.56570435,41.808403,,,13.821,13.316,13.238,,,,0.103,,,,,,0.85,0.52,0.52,,,,,5020,200,200,,,
Kepler-243 b,Confirmed,,,,,,,0.219,0.103,0.103,5.715442,0.000011,0.000011,0.062,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-243,285.11047365,42.033958,,,13.622,13.191,13.064,,,,0.241,,,0.89,,,0.84,0.4,0.4,,,,,5228,200,200,,,
Kepler-243 c,Confirmed,,,,,,,0.178,0.087,0.087,20.026218,0.000163,0.000163,0.142,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-243,285.11047365,42.033958,,,13.622,13.191,13.064,,,,0.241,,,0.89,,,0.84,0.4,0.4,,,,,5228,200,200,,,
Kepler-244 b,Confirmed,,,,,,,0.246,0.103,0.103,4.311792,0.000008,0.000008,0.05,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-244,287.2426758,42.301369,,,14.306,13.852,13.73,,,,-0.191,,,,,,0.8,0.34,0.34,,,,,5554,200,200,,,
Kepler-244 c,Confirmed,,,,,,,0.183,0.078,0.078,9.767292,0.000046,0.000046,0.087,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-244,287.2426758,42.301369,,,14.306,13.852,13.73,,,,-0.191,,,,,,0.8,0.34,0.34,,,,,5554,200,200,,,
Kepler-244 d,Confirmed,,,,,,,0.206,0.087,0.087,20.050401,0.00013,0.00013,0.14,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-244,287.2426758,42.301369,,,14.306,13.852,13.73,,,,-0.191,,,,,,0.8,0.34,0.34,,,,,5554,200,200,,,
