name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 134606 d,Confirmed,0.121,0.013,0.013,0.121,0.013,0.013,,,,459.26,8.3238,8.3238,1.1567,0.0241,0.0241,0.46,0.09,0.09,,,,0.043649,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,0.4,0.4,,,,,,,,,,G6IV,,,,,,,,,
HD 134987 b,Confirmed,1.59,0.02,0.02,1.59,0.02,0.02,,,,258.19,0.07,0.07,0.81,0.02,0.02,0.233,0.002,0.002,,,,0.036486,1999,2009-12-15,252.7,0.5,0.5,10071,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 134987,228.3666667,-25.3091667,6.45,,,,,22.2,1.1,1.1,0.25,0.02,0.02,1.07,0.08,0.08,1.25,0.04,0.04,G5 V,9.7,3.7,3.7,5740,23,23,,,
HD 134987 c,Confirmed,0.82,0.03,0.03,0.82,0.03,0.03,,,,5000,400,400,5.8,0.5,0.5,0.12,0.02,0.02,,,,0.261261,2009,2009-12-15,195,48,48,11100,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 134987,228.3666667,-25.3091667,6.45,,,,,22.2,1.1,1.1,0.25,0.02,0.02,1.07,0.08,0.08,1.25,0.04,0.04,G5 V,9.7,3.7,3.7,5740,23,23,,,
HD 136352 b,Confirmed,0.0166,0.0025,0.0025,0.0166,0.0025,0.0025,,,,11.577,0.0056,0.0056,0.0933,0.0015,0.0015,0.18,0.14,0.14,,,,0.006304,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,
HD 136352 c,Confirmed,0.0358,0.0031,0.0031,0.0358,0.0031,0.0031,,,,27.582,0.0225,0.0225,0.1665,0.0028,0.0028,0.16,0.07,0.07,,,,0.01125,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,
HD 136352 d,Confirmed,0.03,0.011,0.011,0.03,0.011,0.011,,,,106.72,1.0284,1.0284,0.411,0.0073,0.0073,0.43,0.24,0.24,,,,0.02777,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,
HD 136418 b,Confirmed,2,0.1,0.1,2,0.1,0.1,,,,464.3,3.2,3.2,1.32,0.03,0.03,0.255,0.041,0.041,,,,0.013442,2010,2010-03-19,12,10,10,2455228,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136418,229.7791667,41.7333333,7.88,,,,,98.2,5.6,5.6,-0.07,0.03,0.03,1.33,0.09,0.09,3.4,0.1,0.1,G5,4,1,1,5071,44,44,,,
HD 137388 b,Confirmed,0.223,0.029,0.029,0.223,0.029,0.029,,,,330,4,4,0.89,0.02,0.02,0.36,0.12,0.12,,,,0.023421,2011,2011-08-02,86,35,35,2455209,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 137388,233.9166667,-80.2047222,8.71,,,,,38,3,3,0.18,0.03,0.03,0.86,,,0.82,,,K0/K1V,6.45,0.74,0.74,5240,53,53,,,
HD 13808 b,Confirmed,0.0325,0.0029,0.0029,0.0325,0.0029,0.0029,,,,14.182,0.005,0.005,0.1017,0.0016,0.0016,0.17,0.07,0.07,,,,0.003556,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,0.3,0.3,,,,,,,,,,K2V,,,,,,,,,
HD 13808 c,Confirmed,0.036,0.0051,0.0051,0.036,0.0051,0.0051,,,,53.832,0.1127,0.1127,0.2476,0.0041,0.0041,0.43,,,,,,0.008657,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,0.3,0.3,,,,,,,,,,K2V,,,,,,,,,
HD 13908 b,Confirmed,0.865,0.035,0.035,0.865,0.035,0.035,,,,19.382,0.006,0.006,0.154,0.0025,0.0025,0.046,0.022,0.022,,,,,2013,2014-08-25,185,43,43,2455750.93,0.18,0.18,,,,2455756.032,0.156,0.156,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13908,34.562500005,65.594444465,7.51,,,,,71.2,3.5,3.5,0.01,0.04,0.04,1.29,0.04,0.04,,,,F8V,2.9,0.4,0.4,6255,66,66,,,
HD 13908 c,Confirmed,5.13,0.25,0.25,5.13,0.25,0.25,,,,931,17,17,2.03,0.04,0.04,0.12,0.02,0.02,,,,,2013,2014-08-25,185,11,11,2456165,9,9,,,,2456436,15,15,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13908,34.562500005,65.594444465,7.51,,,,,71.2,3.5,3.5,0.01,0.04,0.04,1.29,0.04,0.04,,,,F8V,2.9,0.4,0.4,6255,66,66,,,
HD 13931 b,Confirmed,1.88,0.15,0.15,1.88,0.15,0.15,,,,4218,388,388,5.15,0.29,0.29,0.02,0.05,0.05,,,,0.116516,2010,2014-08-30,290,78,78,2454494,904,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 13931,34.1958333,43.7730556,7.61,,,,,44.2,1.4,1.4,0.03,0.04,0.04,1.02,0.02,0.02,1.23,0.06,0.06,G0,8.4,2,2,5829,44,44,,,
HD 139357 b,Confirmed,9.76,2.15,2.15,9.76,2.15,2.15,,,,1125.7,9,9,2.36,0.2,0.2,0.1,0.02,0.02,,,,0.01944,2009,2009-03-23,235.4,10.6,10.6,2452466.7,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 139357,233.8166667,53.9222222,5.98,,,,,121.4,8.2,8.2,-0.13,0.05,0.05,1.35,0.24,0.24,11.47,0.75,0.75,K4III,3.07,1.47,1.47,4700,70,70,,,
HD 14067 b,Confirmed,7.8,0.7,0.7,7.8,0.7,0.7,,,,1455,12,13,3.4,0.1,0.1,0.533,0.047,0.043,,,,,2014,2014-10-09,109.9,5.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 14067,34.2934990035,23.7678282663,6.51,,,,,163.4,12.3,12.3,-0.1,0.08,0.08,2.4,0.2,0.2,12.4,1.1,1.1,G9 III,0.69,0.2,0.2,4815,100,100,,,
HD 141399 b,Confirmed,0.451,0.03,0.03,0.451,0.03,0.03,,,,94.44,0.05,0.05,0.415,0.011,0.011,0.04,0.02,0.02,,,,,2014,2016-02-16,270,80,80,2456998,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141399 c,Confirmed,1.33,0.08,0.08,1.33,0.08,0.08,,,,201.99,0.08,0.08,0.689,0.02,0.02,0.048,0.009,0.009,,,,,2014,2016-02-17,220,40,40,2456838,10,10,,,,,,,,,,,,,,,,,,,44.2,0.5,0.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141399 d,Confirmed,1.18,0.08,0.08,1.18,0.08,0.08,,,,1069.8,6.7,6.7,2.09,0.06,0.06,0.074,0.025,0.025,,,,,2014,2016-02-17,220,30,30,2456923,65,65,,,,,,,,,,,,,,,,,,,22.63,0.6,0.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141399 e,Confirmed,0.66,0.1,0.1,0.66,0.1,0.1,,,,5000,2000,560,5,1.5,1.5,0.26,0.22,0.22,,,,,2014,2016-02-17,350,20,20,2458900,800,800,,,,,,,,,,,,,,,,,,,8.8,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141937 b,Confirmed,9.7,,,9.7,,,,,,653.22,1.21,1.21,1.52,,,0.41,0.01,0.01,,,,0.045427,2002,2010-12-29,187.72,0.8,0.8,51847.38,1.97,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 141937,238.0708333,-18.4358333,7.25,,,,,33.46,,,0.11,,,1.1,,,1.06,,,G2/G3 V,2.55,,,5925,,,,,
HD 142 b,Confirmed,1.25,0.15,0.15,1.25,0.15,0.15,,,,349.7,1.2,1.2,1.02,0.3,0.3,0.17,0.06,0.06,,,,0.049515,2001,2012-05-15,327,26,26,2452683,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180,,,IR Excess,,
HD 142 c,Confirmed,5.3,0.7,0.7,5.3,0.7,0.7,,,,6005,477,477,6.8,0.5,0.5,0.21,0.07,0.07,,,,0.330097,2012,2013-10-10,250,20,20,2455954,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180,,,IR Excess,,
HD 142022 A b,Confirmed,29,16,81,5.1,1.5,2.6,,,,1928,39,53,3.03,0.005,0.005,0.53,0.18,0.23,10,6,6,0.084472,2005,2014-05-26,170,10,8,50941,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142022 A,242.5625,-84.2313889,7.7,,,,,35.87,,,0.19,0.04,0.04,0.99,,,0.705,0.135,0.135,K0 V,13.3,3.9,3.9,5382,,,,,
HD 142245 b,Confirmed,1.9,0.2,0.2,1.9,0.2,0.2,,,,1299,48,48,2.77,0.09,0.09,0.32,inf,nan,,,,0.025297,2011,2011-09-02,234,60,60,2454760,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142245,238.2333333,15.4308333,7.63,,,,,109.5,7.4,7.4,0.23,0.03,0.03,1.69,0.12,0.12,5.2,0.1,0.1,K0,2.3,0.3,0.3,4878,44,44,,,
HD 142415 b,Confirmed,1.62,,,1.62,,,,,,386.3,1.6,1.6,1.05,,,0.5,,,,,,0.030702,2003,2010-12-29,255,4,4,51519,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142415,239.4166667,-60.2,7.34,,,,,34.2,,,0.21,0.05,0.05,1.09,,,1.03,,,G1 V,1.49,,,5834,,,,,
HD 143105 b,Confirmed,1.21,0.06,0.06,1.21,0.06,0.06,,,,2.1974,0.0003,0.0003,0.0379,0.0009,0.0009,0.07,0.07,0,,,,,2016,2016-02-17,,,,2456531.344,0.007,0.007,,,,,,,,,,,,,,,,,,,144,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143105,238.404166679,68.720000017,6.75,,,,,48.7,0.8,0.8,0.15,0.04,0.04,1.51,0.11,0.11,,,,F5,,,,6380,60,60,,,
HD 143361 b,Confirmed,3.12,1.44,1.44,3.12,1.44,1.44,,,,1057,20,20,2,,,0.15,0.17,0.17,,,,0.033698,2008,2009-05-20,237,55,55,3746,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 143361,240.4583333,-44.4344444,9.2,,,,,59.35,,,0.29,,,0.95,,,,,,G0V,,,,,,,,,
HD 143761 b,Confirmed,1.045,0.024,0.024,1.045,0.024,0.024,,,,39.8458,0.0015,0.0015,0.2196,0.0025,0.0025,0.037,0.004,0.004,,,,,2016,2016-07-11,270.6,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,67.28,0.25,0.25,614,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143761,240.262500001,33.30361112,5.4,,,,,17.236,0.024,0.024,-0.31,0.05,0.05,0.889,0.03,0.03,1.362,0.026,0.026,G0V,,,,5627,54,54,,,
HD 143761 c,Confirmed,0.079,0.0063,0.0063,0.079,0.0063,0.0063,,,,102.54,0.17,0.17,0.4123,0.0047,0.0047,0.05,0.037,0.061,,,,,2016,2016-07-11,190,140,110,,,,,,,,,,,,,,,,,,,,,,3.74,0.28,0.28,448.1,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143761,240.262500001,33.30361112,5.4,,,,,17.236,0.024,0.024,-0.31,0.05,0.05,0.889,0.03,0.03,1.362,0.026,0.026,G0V,,,,5627,54,54,,,
HD 145377 b,Confirmed,5.76,0.1,0.1,5.76,0.1,0.1,,,,103.95,0.13,0.13,0.45,0.004,0.004,0.307,0.017,0.017,,,,0.007799,2008,2008-10-28,138.1,2.8,2.8,54635.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 145377,242.9,-27.0780556,8.12,,,,,57.7,3,3,0.12,0.01,0.01,1.12,0.03,0.03,1.14,,,G3V,1.3,1,1,6046,15,15,,,
HD 145457 b,Confirmed,2.9,,,2.9,,,,,,176.3,0.39,0.39,0.76,,,0.112,3.1,3.1,,,,0.006032,2010,2010-05-18,300,26,26,3518,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 145457,242.5166667,26.7427778,6.57,,,,,126,10,10,-0.14,0.09,0.09,1.9,0.3,0.3,9.9,0.5,0.5,K0,,,,4757,100,100,,,
HD 145934 b,Confirmed,2.28,0.6,0.6,2.28,0.6,0.6,,,,2730,100,100,4.6,0.14,0.14,0.053,0.053,0.053,,,,,2015,2015-01-07,215,62,62,2451430,370,370,,,,,,,,,,,,,,,,,,,22.9,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 145934,243.29166667,13.239444454,7.6,,,,,,,,,,,1.748,0.1,0.1,5.38,0.44,0.44,K0,,,,,,,,,
HD 1461 b,Confirmed,0.0203,0.0019,0.0019,0.0203,0.0019,0.0019,,,,5.77152,0.00045,0.00045,0.0634,0.0022,0.0022,0,,,,,,0.002711,2009,2015-10-26,,,,2450366.936,,,,,,,,,,,,,,,,,,,,,2.28,0.15,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765,18,18,IR Excess,,
HD 1461 c,Confirmed,0.0176,0.0023,0.0023,0.0176,0.0023,0.0023,,,,13.5052,0.0029,0.0029,0.1117,0.0039,0.0039,0,,,,,,0.004774,2011,2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.17,0.17,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765,18,18,IR Excess,,
HD 147018 b,Confirmed,2.12,0.07,0.07,2.12,0.07,0.07,,,,44.236,0.008,0.008,0.2388,0.0039,0.0039,0.4686,0.0081,0.0081,,,,0.005559,2009,2013-05-20,335.97,1.23,1.23,4459.49,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441,55,55,,,
HD 147018 c,Confirmed,6.56,0.32,0.32,6.56,0.32,0.32,,,,1008,18,18,1.922,0.039,0.039,0.133,0.011,0.011,,,,0.044739,2009,2013-05-20,226.9,6.9,6.9,55301,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441,55,55,,,
HD 147513 b,Confirmed,1.21,,,1.21,,,,,,528.4,6.3,6.3,1.32,,,0.26,0.05,0.05,,,,0.102326,2003,2010-12-29,282,9,9,51672,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147513,246.0041667,-39.1927778,5.37,,,,,12.9,,,-0.03,,,0.92,,,1,,,G3/G5V,0.65,,,5701,,,,,
HD 147873 b,Confirmed,5.14,0.34,0.34,5.14,0.34,0.34,,,,116.596,0.023,0.023,0.522,0.018,0.018,0.207,0.013,0.013,,,,,2016,2016-04-02,80,3,3,,,,,,,,,,,,,,,,,,,,,,171.5,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147873,246.437500015,-33.453611123,7.96,,,,,104.93,10.9,10.9,-0.03,0.1,0.1,1.38,0.05,0.05,2.29,0.1,0.1,G1V,4,3,3,5972,100,100,,,
HD 147873 c,Confirmed,2.3,0.18,0.18,2.3,0.18,0.18,,,,491.54,0.79,0.79,1.36,0.05,0.05,0.23,0.03,0.03,,,,,2016,2016-04-02,42,11,11,,,,,,,,,,,,,,,,,,,,,,47.9,1.7,1.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147873,246.437500015,-33.453611123,7.96,,,,,104.93,10.9,10.9,-0.03,0.1,0.1,1.38,0.05,0.05,2.29,0.1,0.1,G1V,4,3,3,5972,100,100,,,
HD 148156 b,Confirmed,0.85,0.05,0.06,0.85,0.05,0.06,,,,1010,,,2.45,0.05,0.05,0.52,0.09,0.09,,,,0.046183,2009,2010-09-09,35,12,12,4707,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 148156,247.0708333,-46.3175,7.69,,,,,53.05,2.9,2.9,0.29,0.02,0.02,1.22,,,1.21,0.03,0.03,F8V,,,,6308,28,28,,,
HD 148427 b,Confirmed,0.96,0.1,0.1,0.96,0.1,0.1,,,,331.5,3,3,0.93,0.01,0.01,0.16,0.08,0.08,,,,0.015683,2009,2009-08-13,277,68,68,13991,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 148427,247.1166667,-13.3997222,6.89,,,,,59.3,,,0.154,0.04,0.04,1.45,0.06,0.06,3.22,0.2,0.2,K0IV,2.5,,,5052,44,44,,,
HD 149143 b,Confirmed,1.33,,,1.33,,,1.05,,,4.07206,0.000320041,0.000320041,0.052,,,0.0123,0.0093,0.0115,,,,0.000825,2005,2015-02-27,204.8,55.9,55.9,2453413.1,,,,,,,,,,,,,,,,,,,,,149.28,1.65,1.65,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 149143,248.2125,2.0847222,7.9,,,,,63,,,0.26,0.05,0.05,1.1,0.1,0.1,,,,G0 IV,7.6,1.2,1.2,5730,150,150,,,
HD 1502 b,Confirmed,3.1,0.2,0.2,3.1,0.2,0.2,,,,431.8,3.1,3.1,1.31,0.03,0.03,0.101,0.036,0.036,,,,0.008239,2011,2011-09-02,219,20,20,2455227,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 1502,4.8208333,14.0547222,8.52,,,,,159,19,19,0.09,0.03,0.03,1.61,0.11,0.11,4.5,0.1,0.1,K0D,2.4,0.5,0.5,5049,44,44,,,
HD 150433 b,Confirmed,0.168,0.0197,0.0197,0.168,0.0197,0.0197,,,,1096.2,27.234,27.234,1.9303,0.0452,0.0452,0,,,,,,0.065213,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 150433,250.2833333,-2.8572222,7.22,,,,,29.6,0.5,0.5,,,,,,,,,,G0,,,,,,,,,
HD 150706 b,Confirmed,2.71,0.66,1.14,2.71,0.66,1.14,,,,5894,1498,5584,6.7,1.4,4,0.38,0.32,0.28,,,,0.246324,2002,2014-05-25,132,33,37,2458179,1586,4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,HD 150706,247.8208333,79.7897222,7.03,,,,,27.2,,,-0.13,,,0.94,0.8,0.8,0.87,,,G0,1.17,,,5741,,,IR Excess,,
HD 152079 b,Confirmed,3,2,2,3,2,2,,,,2097,930,930,3.2,2.1,2.1,0.6,0.24,0.24,,,,0.037572,2010,2014-08-27,325,37,37,2453193,260,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 152079,253.375,-46.3308333,9.18,,,,,85.17,10.3,10.3,0.16,,,1.023,,,,,,G6V,,,,,,,,,
HD 152581 b,Confirmed,1.5,0.1,0.1,1.5,0.1,0.1,,,,689,13,13,1.48,0.04,0.04,0.22,inf,nan,,,,0.007957,2011,2011-09-02,321,90,90,2455320,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 152581,253.4333333,11.9736111,8.54,,,,,186,33,33,-0.46,0.03,0.03,0.927,0.065,0.065,4.8,0.1,0.1,K0,12,3,3,5155,44,44,,,
HD 153950 b,Confirmed,2.73,0.05,0.05,2.73,0.05,0.05,,,,499.4,3.6,3.6,1.28,0.01,0.01,0.34,0.021,0.021,,,,0.025806,2008,2008-10-28,308.2,2.4,2.4,54502,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 153950,256.1291667,-43.3097222,7.39,,,,,49.6,1.8,1.8,-0.01,0.01,0.01,1.12,0.03,0.03,1.34,,,F8V,4.3,1,1,6076,13,13,,,
HD 154088 b,Confirmed,0.0193,0.0081,0.0081,0.0193,0.0081,0.0081,,,,18.596,0.0205,0.0205,0.1316,0.0021,0.0021,0.38,0.15,0.15,,,,0.007393,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 154088,256.1166667,-28.5827778,6.58,,,,,17.8,0.2,0.2,,,,,,,,,,K0IV,,,,,,,,,
HD 154345 b,Confirmed,1.3,0.58,1.9,1,0.3,0.3,,,,3538,300,300,4.3,0.4,0.4,0.26,0.15,0.15,50,26,26,0.238095,2006,2012-05-25,346,60,60,2454701,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154345,255.65,47.0819444,6.74,,,,,18.06,0.18,0.18,-0.105,0.03,0.03,0.88,,,,,,G8V,4.92,4.48,4.48,5468,44,44,,,
HD 154672 b,Confirmed,5.02,0.17,0.17,5.02,0.17,0.17,,,,163.91,0.01,0.01,0.6,0.17,0.17,0.61,0.02,0.02,,,,0.009119,2008,2016-02-02,265,2,2,2454520,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154672,257.5208333,-56.4491667,8.22,,7.01,6.7,6.61,65.8,,,0.26,0.04,0.04,1.06,0.09,0.09,1.27,0.09,0.09,G3IV,9.28,2.36,2.36,5714,30,30,,,
HD 154857 b,Confirmed,2.24,0.05,0.05,2.24,0.05,0.05,,,,408.6,0.5,0.5,1.291,0.008,0.008,0.46,0.02,0.02,,,,0.017518,2004,2014-01-23,57,4,4,2453572.5,2.4,2.4,,,,,,,,,,,,,,,,346,5,5,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154857,257.8125,-56.6805556,7.25,,,,,64.2,3.1,3.1,-0.22,,,1.718,0.03,0.022,1.76,0.057,0.057,G5V,5.6,,,5445,,,,,
HD 154857 c,Confirmed,2.58,0.16,0.16,2.58,0.16,0.16,,,,3452,105,105,5.36,0.09,0.09,0.06,0.05,0.05,,,,,2014,2014-01-24,352,37,37,2455219,375,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154857,257.8125,-56.6805556,7.25,,,,,64.2,3.1,3.1,-0.22,,,1.718,0.03,0.022,1.76,0.057,0.057,G5V,5.6,,,5445,,,,,
